,version,image_path,height,width
1428,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2118.png,685,894
1429,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2119.png,174,185
1430,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\212.png,171,193
1431,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2120.png,291,175
1432,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2121.png,316,264
1433,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2122.png,182,190
1434,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2123.png,515,458
1435,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2124.png,445,1021
1436,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2125.png,282,130
1437,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2126.png,208,224
1438,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2127.png,684,324
1439,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2128.png,234,427
1440,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2129.png,167,118
1441,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\213.png,959,788
1442,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2130.png,178,144
1443,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2131.png,103,103
1444,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2132.png,1023,693
1445,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2133.png,319,447
1446,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2134.png,445,592
1447,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2135.png,56,74
1448,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2136.png,214,421
1449,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2137.png,103,210
1450,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2138.png,107,101
1451,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2139.png,635,264
1452,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\214.png,294,151
1453,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2140.png,261,256
1454,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2141.png,472,587
1455,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2142.png,120,117
1456,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2143.png,315,276
1457,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2144.png,509,565
1458,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2145.png,99,90
1459,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2146.png,482,443
1460,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2147.png,163,228
1461,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2148.png,7,11
1462,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2149.png,273,239
1463,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\215.png,71,204
1464,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2150.png,192,161
1465,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2151.png,183,158
1466,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2152.png,449,434
1467,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2153.png,107,100
1468,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2154.png,108,117
1469,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2155.png,162,168
1470,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2156.png,415,272
1471,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2157.png,641,579
1472,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2158.png,121,319
1473,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2159.png,420,171
1474,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\216.png,79,95
1475,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2160.png,150,112
1476,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2161.png,106,78
1477,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2162.png,422,224
1478,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2163.png,40,55
1479,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2164.png,271,197
1480,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2165.png,183,56
1481,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2166.png,216,302
1482,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2167.png,170,59
1483,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2168.png,387,204
1484,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2169.png,140,242
1485,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\217.png,422,392
1486,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2170.png,176,228
1487,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2171.png,664,693
1488,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2172.png,85,125
1489,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2173.png,168,41
1490,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2174.png,497,245
1491,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2175.png,169,171
1492,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2176.png,71,98
1493,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2177.png,38,103
1494,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2178.png,327,441
1495,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2179.png,175,125
1496,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\218.png,185,68
1497,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2180.png,302,378
1498,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2181.png,296,409
1499,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2182.png,978,272
1500,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2183.png,308,303
1501,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2184.png,342,457
1502,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2185.png,304,125
1503,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2186.png,409,279
1504,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2187.png,105,89
1505,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2188.png,134,300
1506,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2189.png,389,473
1507,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\219.png,264,358
1508,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2190.png,347,195
1509,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2191.png,1023,853
1510,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2192.png,173,389
1511,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2193.png,121,8
1512,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2194.png,355,386
1513,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2195.png,236,150
1514,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2196.png,241,167
1515,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2197.png,91,109
1516,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2198.png,134,237
1517,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2199.png,77,61
1518,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\22.png,701,209
1519,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\220.png,289,290
1520,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2200.png,76,74
1521,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2201.png,703,283
1522,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2202.png,113,105
1523,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2203.png,86,77
1524,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2204.png,355,293
1525,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2205.png,291,220
1526,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2206.png,300,155
1527,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2207.png,130,60
1528,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2208.png,39,7
1529,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2209.png,269,455
1530,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\221.png,630,596
1531,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2210.png,252,119
1532,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2211.png,505,420
1533,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2212.png,299,282
1534,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2213.png,421,559
1535,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2214.png,647,669
1536,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2215.png,265,533
1537,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2216.png,548,270
1538,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2217.png,406,198
1539,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2218.png,74,78
1540,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2219.png,95,85
1541,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\222.png,409,505
1542,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2220.png,313,196
1543,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2221.png,457,776
1544,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2222.png,131,146
1545,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2223.png,10,2
1546,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2224.png,261,556
1547,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2225.png,91,205
1548,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2226.png,53,264
1549,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2227.png,523,304
1550,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2228.png,2,10
1551,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2229.png,154,154
1552,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\223.png,281,235
1553,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2230.png,220,115
1554,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2231.png,340,397
1555,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2232.png,116,128
1556,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2233.png,192,182
1557,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2234.png,127,135
1558,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2235.png,119,21
1559,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2236.png,62,131
1560,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2237.png,254,245
1561,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2238.png,105,89
1562,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2239.png,625,440
1563,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\224.png,329,335
1564,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2240.png,147,302
1565,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2241.png,462,197
1566,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2242.png,91,96
1567,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2243.png,283,432
1568,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2244.png,100,93
1569,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2245.png,264,127
1570,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2246.png,374,319
1571,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2247.png,147,286
1572,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2248.png,178,291
1573,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2249.png,316,373
1574,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\225.png,88,73
1575,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2250.png,587,365
1576,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2251.png,105,92
1577,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2252.png,121,118
1578,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2253.png,395,537
1579,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2254.png,93,192
1580,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2255.png,296,241
1581,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2256.png,908,1024
1582,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2257.png,272,292
1583,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2258.png,126,305
1584,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2259.png,73,77
1585,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\226.png,58,225
1586,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2260.png,501,361
1587,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2261.png,171,227
1588,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2262.png,75,86
1589,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2263.png,992,1023
1590,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2264.png,702,443
1591,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2265.png,74,103
1592,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2266.png,706,426
1593,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2267.png,33,125
1594,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2268.png,88,96
1595,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2269.png,198,386
1596,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\227.png,77,157
1597,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2270.png,267,538
1598,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2271.png,237,160
1599,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2272.png,118,121
1600,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2273.png,427,506
1601,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2274.png,173,286
1602,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2275.png,61,208
1603,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2276.png,307,533
1604,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2277.png,412,422
1605,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2278.png,365,990
1606,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2279.png,7,39
1607,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\228.png,146,157
1608,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2280.png,132,81
1609,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2281.png,432,284
1610,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2282.png,483,377
1611,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2283.png,359,583
1612,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2284.png,78,75
1613,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2285.png,496,854
1614,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2286.png,26,28
1615,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2287.png,995,933
1616,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2288.png,163,98
1617,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2289.png,502,186
1618,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\229.png,112,81
1619,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2290.png,101,89
1620,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2291.png,646,509
1621,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2292.png,339,95
1622,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2293.png,92,107
1623,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2294.png,190,380
1624,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2295.png,159,167
1625,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2296.png,293,354
1626,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2297.png,360,499
1627,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2298.png,454,177
1628,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2299.png,289,261
1629,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\23.png,497,265
1630,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\230.png,290,265
1631,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2300.png,299,278
1632,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2301.png,85,216
1633,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2302.png,146,132
1634,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2303.png,555,241
1635,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2304.png,173,260
1636,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2305.png,150,113
1637,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2306.png,425,392
1638,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2307.png,220,268
1639,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2308.png,272,294
1640,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2309.png,13,15
1641,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\231.png,179,177
1642,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2310.png,214,88
1643,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2311.png,1023,902
1644,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2312.png,520,428
1645,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2313.png,182,346
1646,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2314.png,290,694
1647,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2315.png,67,180
1648,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2316.png,31,116
1649,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2317.png,455,605
1650,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2318.png,740,871
1651,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2319.png,74,131
1652,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\232.png,173,206
1653,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2320.png,271,158
1654,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2321.png,311,397
1655,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2322.png,130,305
1656,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2323.png,772,659
1657,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2324.png,375,391
1658,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2325.png,300,413
1659,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2326.png,501,360
1660,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2327.png,603,329
1661,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2328.png,96,88
1662,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2329.png,593,433
1663,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\233.png,283,118
1664,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2330.png,151,153
1665,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2331.png,144,233
1666,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2332.png,232,144
1667,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2333.png,308,246
1668,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2334.png,52,85
1669,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2335.png,568,1012
1670,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2336.png,259,39
1671,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2337.png,296,241
1672,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2338.png,400,370
1673,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2339.png,190,152
1674,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\234.png,323,545
1675,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2340.png,320,351
1676,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2341.png,182,189
1677,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2342.png,86,86
1678,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2343.png,293,328
1679,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2344.png,378,153
1680,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2345.png,768,351
1681,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2346.png,194,565
1682,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2347.png,434,319
1683,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2348.png,214,103
1684,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2349.png,269,454
1685,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\235.png,111,96
1686,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2350.png,676,330
1687,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2351.png,273,301
1688,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2352.png,173,101
1689,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2353.png,372,383
1690,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2354.png,335,288
1691,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2355.png,369,209
1692,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2356.png,143,401
1693,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2357.png,141,265
1694,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2358.png,226,46
1695,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2359.png,506,443
1696,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\236.png,5,15
1697,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2360.png,773,346
1698,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2361.png,510,402
1699,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2362.png,103,74
1700,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2363.png,353,1007
1701,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2364.png,750,559
1702,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2365.png,627,500
1703,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2366.png,248,225
1704,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2367.png,936,1013
1705,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2368.png,843,485
1706,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2369.png,424,401
1707,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\237.png,129,188
1708,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2370.png,29,98
1709,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2371.png,241,295
1710,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2372.png,463,330
1711,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2373.png,172,159
1712,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2374.png,603,436
1713,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2375.png,292,272
1714,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2376.png,277,206
1715,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2377.png,442,627
1716,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2378.png,63,169
1717,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2379.png,1023,353
1718,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\238.png,246,365
1719,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2380.png,370,129
1720,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2381.png,376,203
1721,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2382.png,422,404
1722,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2383.png,89,100
1723,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2384.png,334,296
1724,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2385.png,400,340
1725,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2386.png,569,431
1726,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2387.png,259,165
1727,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2388.png,634,496
1728,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2389.png,768,348
1729,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\239.png,423,490
1730,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2390.png,743,686
1731,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2391.png,159,166
1732,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2392.png,260,52
1733,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2393.png,192,88
1734,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2394.png,94,94
1735,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2395.png,860,803
1736,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2396.png,153,196
1737,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2397.png,198,567
1738,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2398.png,206,106
1739,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2399.png,14,13
1740,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\24.png,258,268
1741,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\240.png,601,264
1742,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2400.png,195,154
1743,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2401.png,259,169
1744,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2402.png,154,267
1745,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2403.png,743,679
1746,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2404.png,527,652
1747,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2405.png,396,429
1748,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2406.png,299,278
1749,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2407.png,300,465
1750,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2408.png,96,87
1751,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2409.png,122,168
1752,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\241.png,837,513
1753,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2410.png,223,116
1754,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2411.png,126,110
1755,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2412.png,367,306
1756,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2413.png,126,110
1757,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2414.png,66,121
1758,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2415.png,375,405
1759,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2416.png,179,187
1760,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2417.png,589,1023
1761,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2418.png,30,116
1762,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2419.png,616,408
1763,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\242.png,232,140
1764,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2420.png,430,511
1765,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2421.png,476,316
1766,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2422.png,539,749
1767,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2423.png,86,88
1768,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\2424.png,49,141
